"<p>How do you invoke a function on a remote node?</p>
"	"<div class=""codehilite"" style=""background: #f8f8f8"" data-align=""left"">
<pre style=""line-height: 125%""><code>iex(node1@katbookpro)4&gt; Node.connect(:node2@katbookpro) true iex(node1@katbookpro)7&gt; Node.spawn(:node2@katbookpro, fn-&gt;File.ls! |&gt; Enum.join(&quot;,&quot;)|&gt;IO.puts end) #PID&lt;10406.101.0&gt; pin.exs,Lists,fizzbuzz.exs,Enum,Maps_KW,Binaries </code></pre>
</div>
"	
"<p>How to stop process from GenServer callbacks?</p>
"	"<p>Return <code>{:stop, reason}</code> or <code>:ignore</code> from <code>init/1</code> or <code>{:stop, reason, new_state</code> from <code>handle_</code> callbacks.</p>
"	
"<p>List Erlang standard library behaviours.</p>
"	"<ul>
<li><code>gen_server</code> — Generic implementation of a stateful server process</li>
<li><code>supervisor</code> — Provides error handling and recovery in concurrent systems</li>
<li><code>application</code> — Generic implementation of components and libraries</li>
<li><code>gen_event</code> — Provides event-handling support</li>
<li><code>gen_statem</code> — Runs a finite state machine in a stateful server process</li>
</ul>
"	
"<p>What is the format of the error signal?</p>
"	"<p><code>{'EXIT', Pid, Why}</code></p>
"	
"<p>how do you send a message to a process named `:kv`?</p>
"	"<p>send :kv, {:hello, ""world""}</p>
"	
"<p>How do you detect idle periods and automatically shutdown GenServers?</p>
"	"<div>
<div>
<div>
<p>In values returned from GenServer callbacks, you can include <strong>one extra element at the end of the return tuple</strong>. This element, if it’s an integer, represents an idle time after which the timeout message is sent to the GenServer process. </p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<div>
<div>
<div>
<p>For example, in init/1, instead of returning {:ok, initial_state}, you can return {:ok, initial_state, 1000}. The value of 1000 states that if no call, cast, or plain message arrives to the server process in 1,000 milliseconds, the <strong>handle_info/2</strong> callback will be invoked, and the first argument will have the value of :timeout.</p>
</div>
<div>
<p>The same thing holds true for other callbacks, such as handle_cast/2 and handle_ call/3, where you can return {:noreply, new_state, timeout} and {:reply, response, new_state, timeout} respectively. </p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>def handle_info(:timeout, {name, todo_list}) do  IO.puts(&quot;Stopping
 to-do server for #{name}&quot;)  {:stop, :normal, {name, todo_list}} end</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
</div>
</div>
</div>
</div>
</div>
"	
"<p>Explain Phoenix basic file structure.</p>
"	"<p><img src=""img4330346429945759580.jpg"" /><br />
<br />
Browser files like JavaScript and CSS go into assets and the Phoenix configu-ration goes into config. Your supervision trees (we’ll explore those more in chapters to come), long-running processes, and application business logic go into lib/hello. Your web-related code—including controllers, views, and templates—goes in lib/hello_web. Predictably, you’ll put tests in test.</p>
"	
"<p>Explain basic mechanism of Plug Cowboy adapter.</p>
"	"<p>Adapter generaters Cowboy configuration (by default all requests are piped to one default handler), starts the server and calls the plug to process the request and send the response. The first pipe is the router which then takes over. At the end, in most cases adapter just calls <code>:cowboy_req.reply</code>.</p>
"	
"<p>What is <code>erl</code> (<code>werl</code>)?</p>
"	"<p><code>erl</code> (<code>werl</code> for Windows) is an Erlang simulator and preffered way of starting Erlang for interactive use.</p>
"	
"<p>Why a crash of one Erlang process is completely isolated from other processes?</p>
"	"<p>Because they don't share memory.</p>
"	
"<p>What is the purpose and output of <code>mix ecto.gen.repo -r Friends.Repo</code>?</p>
"	"<p>This command will generate the configuration required to connect to a database. The first bit of configuration is in <code>config/config.exs</code>:</p>
<pre><code>config :friends, Friends.Repo,
  database: &quot;friends&quot;,
  username: &quot;user&quot;,
  password: &quot;pass&quot;,
  hostname: &quot;localhost&quot;</code></pre>
<p>This configures how Ecto will connect to our database, called ""friends"". Specifically, it configures a ""repo"". The <code>Friends.Repo</code> module is defined in <code>lib/friends/repo.ex</code> by our <code>mix ecto.gen.repo</code> command:</p>
<pre><code>defmodule Friends.Repo do
  use Ecto.Repo,
    otp_app: :friends,
    adapter: Ecto.Adapters.Postgres
end</code></pre>
<p><br />
<br />
<br />
</p>
"	
"<p>how do you register the name `:kv` with a process identified by `pid`?</p>
"	"<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>Process.register(pid, :kv)</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
<p>Please note that there's also :global.register/2 which registers the process globally</p>
"	
"<p>How to print built-in functions within erl session?</p>
"	"<p>Type <code>help().</code></p>
"	
"<p>How to check module info (Elixir)?</p>
"	"<p>SomeModule.__info__/1</p>
"	
"<p>What are the Task module equivalents for spawn/1 and spawn_link/1 respectively?</p>
"	"<p>Task.start/1 and Task.start_link/1</p>
"	
"<p>How do you raise an error when facing exceptional cases?</p>
"	"<p>Using the macro <code>raise/1</code> and if you want to specify the error type then <code>raise/2</code>:</p>
<pre><code>iex&gt; raise(&quot;some exception&quot;)
** (RuntimeError) hello

iex&gt; raise(ArgumentError, message: &quot;the argument value is invalid&quot;)
** (ArgumentError) the argument value is invalid</code></pre>
"	
"<p>What are the various methods to pass child specification to a Supervisor?</p>
"	"<p>1. Pass a List of modules for the child processes to be started. For example,</p>
<div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>Superv
isor.start_link([Todo.Cache, Todo.Database], strategy: :one_for_one)</code></pre>
</div></td>
</tr>
</tbody>
</table>
<div>
<p>Supervisor.start_link/2 starts a supervisor process and links it to the caller.</p>
</div>
<div>
<p>The first argument is the list of desired children. More precisely, each element of this list is a <strong>child specification</strong> that describes how the child should be started and managed. When the supervisor process is started, it will go through this list and start each child according to the specification. In this example, the supervisor will invoke Todo.Cache.child_spec([]). In this case, since Todo.Cache is a GenServer is has a defult implementation of child_spec/1 </p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<p>2. Pass tuple {module_name, arg} in the child specification list. Supervisor will first invoke <strong>module_name.child_ spec(arg)</strong> to get the actual specification. This function must return the specification map. The supervisor then proceeds to start the child according to the specification. <br />
</p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<p>3. Pass a child specification map to Supervisor.start_link/2. For example,</p>
</div>
<div>
<div>
<div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>Supervisor.start_link( [ %{      id: Todo.Cache,      start: {
Todo.Cache, :start_link, [nil] }    }   ],   strategy: :one_for_one)</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
</div>
</div>
</div>
</div>
</div>
"	
"<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex(1)&gt; :ets.new(:todo_list, [:bag, :named_table]) :
todo_list iex(2)&gt; :ets.insert(:todo_list, {~D[2018-05-24], &quot;Dentist&quot;}
) true iex(3)&gt; :ets.insert(:todo_list, {~D[2018-05-24], &quot;Shopping&quot;})
true iex(4)&gt; :ets.insert(:todo_list, {~D[2018-05-30], &quot;Haircut&quot;})  tr
ue iex(7)&gt; :ets.insert(:todo_list, {~D[2018-05-24], &quot;Haircut&quot;}) true</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p>List all the dates with the same appointments in this case ""Haircut""</p>
"	"<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex(8)&gt; :ets.match_object(:todo_list, {:_, &quot;H
aircut&quot;}) [{~D[2018-05-30], &quot;Haircut&quot;}, {~D[2018-05-24], &quot;Haircut&quot;}]</code></pre>
</div></td>
</tr>
</tbody>
</table>
<div>
<div>
<div>
<div>
<p>The function :ets.match_object/2 accepts a match pattern — a tuple that describes the shape of the row. The atom :_ indicates that you accept any value, so the pattern {:_, ""Dentist""} essentially matches all rows where the second element is ""Dentist"". </p>
</div>
</div>
</div>
</div>
<p><br />
</p>
"	
"<p>What would <code>'foo bar'</code> be evaluated to in Erlang?</p>
"	"<p>'&lt;name&gt;' denote atoms in Erlang, so <code>'foo bar'</code> would be an atom.</p>
"	
"<p>What are two popular libraries for implementing permissions/access policy?</p>
"	"<p>Canada and Bodyguard.</p>
"	
"<p>What are the 3 functions defined in the Mix.exs file?</p>
"	"<ul>
<li><code>project/0</code> - Defines the project including name, version, Elixir version, etc.</li>
<li><code>application/0</code> - Here you specify some options that will eventually make it to the application resource file. In this case, the description includes the list of other Erlang and Elixir applications you depend on, together with the module that will be used to start the application. By default, Elixir’s <code>:logger</code> application is listed.</li>
<li><code>deps/0</code><br />
Defines the list of third-party dependencies — other libraries you want to use in your project.</li>
</ul>
"	
"<p>GenServer synchronous(GenServer.call/3) calls don't block indefinitely, True or False?</p>
"	"<p>True. GenServer.call has a default timeout of five seconds. This can be overriden by passing a custom ms value as the 3rd arg</p>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>call(server, request, timeout)</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
"	
"<p>What is <code>[project name]Web</code> (e.g. <code>BlogWeb</code>) module?</p>
"	"<p>It contains four macros: <code>controller</code>, <code>view</code>, <code>router</code> and <code>channel</code>, which import code from Phoenix modules for convenience. They can be used later in user's callback modules, for example:<br />
<br />
</p>
<pre><code>defmodule BlogWeb.MyController do
  use BlogWeb, :controller
  
  ...</code></pre>
<p><br />
<br />
This will inject the following code:<br />
<br />
</p>
<pre><code>use Phoenix.Controller, namespace: BlogWeb 
import Plug.Conn 
import BlogWeb.Gettext alias BlogWeb.Router.Helpers, as: Routes</code></pre>
"	
"<p>What is the relationship between supervisors and process pegistry? Why?</p>
"	"<p>Using supervisor, requires rich process discovery, typically via process registry. If a process is started from a supervisor, you don’t have access to its PID.. This is a property of supervisors. You can’t keep a worker’s PID for a long time because that process might be restarted, and its successor will have a different PID. Therefore, you need a way to give symbolic names to supervised processes and access each process via this name. When a process is restarted, the successor will register itself under the same name, which will allow you to reach the right process even after multiple restarts. This is typically achieved via <code>Registry</code> module.</p>
"	
"<p>How does a supervisor starting works, when you invoke Supervisor.start_link(child_specs, options)?</p>
"	"<div>
<div>
<div>
<div>
<p>1. The new process is started, powered by the Supervisor module.</p>
</div>
<div>
<p>2. The supervisor process goes through the list of child specifications and starts each child, one by one.</p>
</div>
<div>
<p>3. Each specification is resolved, if needed, by invoking child_spec/1 from the cor- responding module.</p>
</div>
<div>
<p>4. The supervisor starts the child process, according to the :start field of the child specification. </p>
</div>
</div>
</div>
</div>
"	
"<p>What is a via tuple?</p>
"	"<div>
<div>
<div>
<p>A via tuple is a mechanism that allows you to use an arbitrary third-party registry to register OTP-compliant processes, such as GenServer and supervisor. Recall that you can provide a :name option when starting a GenServer: </p>
</div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>GenServer.start_link(callback_module, some_arg, name: some_name)</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
<div>
<p>Instead of passing only atoms as the :name option, which caused the started process to be registered locally, the :name option can also be provided in the shape of <strong>{:via, some_module, some_arg}</strong>. Such a tuple is also called a via tuple. <br />
</p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<div>
<div>
<div>
<div>
<p>If you provide a <strong>via tuple as the name</strong> option, GenServer will invoke a well-defined function from some_module to register the process. Likewise, you can pass a <strong>via tuple as the first argument</strong> to GenServer.cast and GenServer.call, and GenServer will discover the pid using some_module. In this sense, some_module acts like a custom third-party process registry, and the via tuple is the way of connecting such a registry with GenServer and similar OTP abstractions. </p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
"	
"<p>What are the two signatures of the <code>spawn</code> function?</p>
"	"<ul>
<li><p><code>spawn/1</code> takes an anonymous function that takes 0 arguments:<br />
</p>
<pre><code>iex&gt; spawn(fn -&gt; IO.puts(&quot;greet&quot;) end)
greet
#PID&lt;0.90.0&gt;</code></pre></li>
<li><p><code>spawn/3</code> takes a module name, named function and an argument list:<br />
</p>
<pre><code>defmodule SpawnBasic do
  def greet(msg) do
    IO.puts msg
  end
end
spawn(SpawnBasic, :greet, [&quot;hello&quot;])</code></pre></li>
</ul>
"	
"<p>How to implement naive priority receive using receive?</p>
"	"<p><img src=""img5919129619292137912.jpg"" /></p>
"	
"<p>Why <code>1 &lt; true</code> true evaluates to true in Elixir?</p>
"	"<p>Because types in Elixir are orderable according to the following rule:  <span style=""background-color: rgb(238, 255, 204); color: rgb(85, 85, 85); font-family: Menlo, Monaco, Consolas, &quot;Liberation Mono&quot;, &quot;Courier New&quot;, monospace; font-size: 1.1em;"">number &lt; atom &lt; reference &lt; fun &lt; port &lt; pid &lt; tuple &lt; list &lt; bit string.</span></p>
"	
"<p>What enables Elrang/Elixir to be so easily distributed?</p>
"	"<p>Elrang/Elixir can be distributed because EP communicate the same way regardless of whether they originate from the same BEAM instance or not.</p>
"	
"<p>Explain the purpose and usage of <code>Config</code> module.</p>
"	"<p><code>Config</code> provides a simple keyword-based configuration API. This module is most commonly used to define application configuration, typically in <code>config/config.exs</code>:<br />
</p>
<pre><code>import Config

config :some_app,
  key1: &quot;value1&quot;,
  key2: &quot;value2&quot;

import_config &quot;#{config_env()}.exs&quot;</code></pre>
<p><code>import Config</code> will import the functions <code>config/2</code>, <code>config/3</code>, <code>config_env/0</code>, <code>config_target/0</code>, and <code>import_config/1</code> to help you manage your configuration.<br />
<br />
<code>config/2</code> and <code>config/3</code> are used to define key-value configuration for a given application. Once Mix starts, it will automatically evaluate the configuration file and persist the configuration above into <code>:some_app</code>'s application environment, which can be accessed in as follows:<br />
</p>
<pre><code>&quot;value1&quot; = Application.fetch_env!(:some_app, :key1)</code></pre>
<p>Finally, the line <code>import_config ""#{config_env()}.exs""</code> will import other config files based on the current configuration environment, such as <code>config/dev.exs</code> and <code>config/test.exs</code>.</p>
"	
"<p>List &amp; briefly explain all (8) <code>GenServer</code> module callbacks.</p>
"	"<ul>
<li><code>init(init_arg)</code> - Invoked when the server is started. <code>start_link/3</code> or <code>start/3</code> will block until it returns.</li>
<li><code>handle_call(request, from, state)</code> - Invoked to handle synchronous <code>call/3</code> messages. <code>call/3</code> will block until a reply is received (unless the call times out or nodes are disconnected).</li>
<li><code>handle_cast(request, state)</code> - Invoked to handle asynchronous <code>cast/2</code> messages.</li>
<li><code>handle_continue(continue_arg, state)</code> - Invoked to handle continue instructions.</li>
<li><code>handle_info(msg, state)</code> - Invoked to handle all other messages.</li>
<li><code>terminate(reason, state)</code> - Invoked when the server is about to exit. It should do any cleanup required.</li>
<li><code>code_change(old_vsn, state, extra)</code> - Invoked to change the state of the <code>GenServer</code> when a different version of a module is loaded (hot code swapping) and the state's term structure should be changed.</li>
<li><code>format_status(reason, pdict_and_state)</code> - Invoked in some cases to retrieve a formatted version of the <code>GenServer</code> status.</li>
</ul>
"	
"<p>Explain <code>badarith</code> - <code>ArithmericError</code> error.</p>
"	"<table>
<tbody>
<tr class=""odd"">
<td style=""text-align: left;"">Bad argument in an arithmetic expression.</td>
</tr>
</tbody>
</table>
"	
"<p>What is the usage of <code>!</code> and <code>?</code> mean function names?</p>
"	"<ul>
<li><p><code>!</code> is a convention for functions which raise exceptions on failure. For example:</p>
<pre><code>iex&gt; Enum.fetch([2,4,5,6], 5)
:error
iex&gt; Enum.fetch!([2,4,5,6], 5)
** (Enum.OutOfBoundsError) out of bounds error
    (elixir) lib/enum.ex:842: Enum.fetch!/2</code></pre>
<p><br />
</p></li>
<li><p><code>?</code> is a convention for functions which return a boolean value:<br />
</p>
<pre><code>Enum.all?([1,2,3,4], fn x -&gt; x&gt;0 end)</code></pre></li>
</ul>
"	
"<p>List <code>cowboy</code> function* modules.<br />
<br />
<em>*/ninenines.eu/docs/en/cowboy/2.9/manual/</em></p>
"	"<ul>
<li><code>cowboy</code> - Listener management</li>
<li><code>cowboy_req</code> - Request and response (contains reply functions)</li>
<li><code>cowboy_router</code> - Router (router compilation)</li>
<li><code>cowboy_constraints</code> - Constraints</li>
</ul>
"	
"<p>How to eval Erlang expression from OS shell?</p>
"	"<p><code>erl -eval 'expr' -noshell -s init stop</code></p>
"	
"<p>Why when spawning processes you should be careful what is in current closure?</p>
"	"<p>Because data* will be deep-copied to new process which can be slow and consumes memory.<br />
<br />
*Except for binaries.</p>
"	
"<p>What is Erlang's <code>rpc/erpc</code> module?</p>
"	"<p>Those modules contain services similar to Remote Procedure Calls. It also contains broadcast facilities and parallel evaluators. A remote procedure call is a method to call a function on a remote node and collect the answer. It is used for collecting information on a remote node, or for running a function with some specific side effects on the remote node.</p>
"	
"<p>How do you get the current node's name? How to assign a name when starting BEAM?</p>
"	"<pre><code>iex&gt; Node.self()
:nonode@nohost</code></pre>
<p>To start BEAM with a name, one can use <code>name</code> or <code>sname</code> option:<br />
</p>
<pre><code>&gt;iex --name mike@katbookpro
Erlang/OTP 20 [erts-9.3] [source] [64-bit] [smp:4:4] [ds:4:4:10] [async-threads:10] [hipe] [kernel-poll:false] [dtrace]

Interactive Elixir (1.6.4) - press Ctrl+C to exit (type h() ENTER for help)
iex(mike@katbookpro)1&gt;</code></pre>
"	
"<p>Explain <code>{badfun,F}</code> - <code>BadFunctionError</code> error.</p>
"	"<table>
<tbody>
<tr class=""odd"">
<td style=""text-align: left;"">Something is wrong with a function <code>F</code>.</td>
</tr>
</tbody>
</table>
"	
"<p>how do you clear all messages from the current processes mailbox?</p>
"	"<p>flush()</p>
"	
"<p>How much memory single process occupies?</p>
"	"<p>Few kilobytes (typically around 2), compared to OS thread which takes few megabytes.</p>
"	
"<p>What are the different restart strategies for a Supervisor and where do you specify it?</p>
"	"<p>In Supervisor.start_link(child_spec, options) as part of options. For example,</p>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>Supervisor.start_link( [Todo.
ProcessRegistry, Todo.Cache, Todo.Database], strategy: :one_for_one)</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p>* <strong>:one_for_one</strong> restart strategy. In this mode, a supervisor handles a process termination by starting a new process in its place, leaving other children alone.</p>
</div>
<div>
<p>* <strong>:one_for_all</strong>—When a child crashes, the supervisor terminates all other children and then starts all children. </p>
</div>
<div>
<div>
<div>
<div>
<div>
<p>* <strong>:rest_for_one</strong>—When a child crashes, the supervisor terminates all younger siblings of the crashed child. Then the supervisor starts new child processes in place of the terminated ones. </p>
</div>
</div>
</div>
</div>
</div>
"	
"<p>What is a behaviour?</p>
"	"<p>In Erlang terminology, a behaviour is generic code that implements a common pattern. The generic logic is exposed through the behaviour module, and you can plug into it by implementing a corresponding callback module. The callback module must satisfy a contract defined by the behaviour, meaning it must implement and export a set of functions. The behaviour module then calls into these functions, allowing you to provide your own specialization of the generic code.</p>
"	
"<p>What does it mean that <code>Process.register(pid, :name)</code> creates a local name?</p>
"	"<p>It means that the registered name only applies to single BEAM instance.</p>
"	
"<p>We know that Kernel.spawn_link links two processes and if one dies the other will be terminated as well. What is the function call to prevent the second process form killed?</p>
"	"<div>
<div>
<div>
<p>This can be done by trapping exits. When a process is trapping exits, it isn’t taken down when a linked process crashes. Instead, an exit signal is placed in the surviving process’s message queue, in the form of a standard message. A trapping process can receive these messages and do something about the crash.</p>
</div>
<div>
<p>To set up an exit trap, you call Process.flag(:trap_exit, true), which makes the current process trap exit signals.</p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex(1)&gt; spawn
(fn -&gt; Process.flag(:trap_exit, true)
 spawn_link(fn -&gt; raise(&quot;Something went wrong&quot;) end)
                receive do                                    msg -&gt;
IO.inspect(msg)                                 end             end)</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
</div>
</div>
<div>
<div>

</div>
<div>
<div>
<div>
<div>
<div>
<p>Here you make the parent process trap exits and then spawn a linked process that will crash. Then you receive a message and print it to the screen. The shell session produces the following output:</p>
</div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>{
:EXIT, #PID&lt;0.93.0&gt;,  {%RuntimeError{message: &quot;Something went wrong&quot;}
,   [{:erl_eval, :do_apply, 6, [file: &#39;erl_eval.erl&#39;, line: 668]}]}}</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
"	
"<p>How do you print documentation a function in <code>iex</code>?</p>
"	"<p>Using the <code>h/1</code>, e.g.:</p>
<pre><code>h IO.inspect</code></pre>
"	
"<p>Explain Elixir's <code>raise</code> macro.</p>
"	"<p>Creates <code>%RuntimeError{}</code> struct thrown as an error.</p>
"	
"<p>What is an Erlang module?</p>
"	"<p>Modules are containers for code. They guard access to functions by either making them private or exporting them for public use. There can be only one module per object file (.beam file). If a module is named test, it must reside in a source file called test.erl and be compiled to an object file called test.beam. A module consists of a sequence of attributes and function declarations, each terminated by period (.).</p>
"	
"<p>Is Erlang strict or not? Is it dynamic or static?</p>
"	"<p>Erlang is strict and dynamic because it has strict typing but dynamic because it doesn't require types to be declared.</p>
"	
"<p>What is the difference between Process.register/2, Elixir.Registry.register/2 and :global.register/2?</p>
"	"<p>Both Process.register/2 and Registry.register/2 are or local registration within a single node. :global.register/2 is a registration mechanism for distributed system consisting of multiple nodes. In Process.register/2 you can only use an atom is as a registration name but Elixir Registry allows an arbitrary term</p>
<div>
<p><br />
</p>
</div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex&gt; Process
.register(:thing, pid)  iex&gt; Process.whereis(:thing)  #PID&lt;0.134.00&gt;</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex&gt;
Registry.start_link(:unique, :registry)  {:ok, #PID&lt;0.139.0&gt;}  iex&gt; R
egistry.register(:registry, :thing, self()) {:ok, #PID&lt;0.147.0&gt;} iex&gt;
 Registry.lookup(:registry, :thing) [{#PID&lt;0.110.0&gt;, #PID&lt;0.110.0&gt;}]</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<div>
<div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex(node1@localhost)10&gt; :
global.register_name({:todo_list, &quot;bob&quot;}, self())  :yes  iex(node2@lo
calhost)8&gt; :global.whereis_name({:todo_list, &quot;bob&quot;}) #PID&lt;7954.90.0&gt;</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
<div>
<div>
<div>
<div>

</div>
</div>
</div>
</div>
</div>
</div>
</div>
"	
"<p>What is an application resource file?</p>
"	"<div>
<div>
<div>
<p>It's a plain-text file written in Erlang terms that describes the application. Applications are specified in their <em>resource file</em>, which is a file called APP.app, where APP is the application name. For example, the application resource file of the OTP application ex_unit is called ex_unit.app.</p>
</div>
<div>
<p>You'll find the resource file of an application in its <strong>ebin</strong> directory, it is generated automatically by Mix. Some of its keys are taken from the keyword lists returned by the project/0 and application/0 functions defined in mix.exs, and others are generated by Mix itself.<br />
</p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<p>In summary, mix.exs is <strong>compile time description of a project and a resource file a run time description of an OTP application</strong></p>
</div>
</div>
</div>
"	
"<p>The first time you call the function of a module, BEAM tries to find the corresponding file on the disk. The VM looks for the file in the current folder and then in the code paths. What is the function to list all the code paths under which BEAM checks for modules if it can't find it in current directory?</p>
"	"<pre><code>:code.get_path()</code></pre>
"	
"<p>How do you list all the public/exported functions of a module in Elixir?</p>
"	"<p>You can use the <code>__info__/1</code> function that’s automatically injected into each Elixir module during compilation. It lists all exported functions of a module (except <code>__info__/1</code>).</p>
<pre><code>iex&gt; Enum.__info__(:functions)
[
  all?: 1,
  all?: 2,
  any?: 1,
  ...
]</code></pre>
"	
"<p>Why can't variables start with lowercase in Erlang?</p>
"	"<p>Because atoms start with lowercase.</p>
"	
"<p>Implement <code>GenServer</code> stack data structure.</p>
"	"<pre><code>defmodule Stack do
  use GenServer
  
  @impl true
  def init(stack) do
    {:ok, stack}
  end

  @impl true
  def handle_call(:pop, _from, [head | tail]) do
    {:reply, head, tail}
  end

  @impl true
  def handle_cast({:push, element}, state) do
    {:noreply, [element | state]}
  end
end

# Start the server
{:ok, pid} = GenServer.start_link(Stack, [:hello])

# This is the client
GenServer.call(pid, :pop)
#=&gt; :hello

GenServer.cast(pid, {:push, :world})
#=&gt; :ok

GenServer.call(pid, :pop)
#=&gt; :world</code></pre>
"	
"<p>Supervisor.start_link/2 starts a Supervisor process with the given children. What are the two arguments passed to the start_link function?</p>
"	"<p>Children and a list of options.</p>
<div>
<p><br />
</p>
</div>
<div>
<p>The children argument is either </p>
</div>
<div>
<p> * two-element tuples with {module_name, arg}. In this case, Supervisor will first invoke module_name.child_ spec(arg) to get the actual specification. This function must return the specification map. The supervisor then proceeds to start the child according to the specification. </p>
</div>
<div>
<p> * or a map with the child specification. here’s what the specification for the to-do cache looked like:<br />
</p>
</div>
<div>
<div>
<div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>%{</code></pre>
<pre style=""line-height: 125%""><code>
    id: Todo.Cache,       start: {Todo.Cache, :start_link, [nil]}, }</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
<div>
<p>A strategy is required to be provided through the :strategy option. <br />
</p>
</div>
</div>
</div>
</div>
"	
"<p>How to start Observer GUI?</p>
"	"<pre><code>:observer.start()</code></pre>
"	
"<p>Explain <code>noconnection</code> error (Erlang).</p>
"	"<table>
<tbody>
<tr class=""odd"">
<td style=""text-align: left;"">A link or monitor to a remote process was broken because a connection between the nodes could not be established or was severed.</td>
</tr>
</tbody>
</table>
"	
